,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
19,0.22277509,0.22031476,0.19011351,0.08548465,0.17306834,0.96071434,0.3758294,-0.20414984,-0.09646857,-0.5484978,0.6324876,0.61039037,-0.23787677,0.3186307,-1.0745608,0.39283937
20,0.4751274,-0.25090486,-1.6874189,-0.9573361,-1.0513319,0.023030177,-0.3302766,0.29615688,-0.23612335,0.04480621,0.49508202,0.8345271,-0.041187398,0.26340127,1.2340881,-0.5971896
21,-0.3697765,-0.07570745,0.065685764,1.9796569,0.53758776,0.95829195,0.46277255,-1.1550891,0.46102893,-0.29003844,0.32052267,0.1105277,-0.37705526,0.53365445,0.3660311,-0.115152106
22,0.8603464,0.26496774,-0.42980665,1.1522429,0.36092174,-0.3024615,0.08845948,1.1305155,0.5128144,0.31328383,-1.554485,0.7192443,-0.7989641,-0.97588074,0.46877852,-0.34047276
23,0.48632944,-0.48218662,0.71883315,0.9329744,0.50058955,0.90614736,0.8328389,-1.5737541,-0.6169679,-0.23936951,-0.25389817,0.43926054,0.07364435,0.97322255,0.50920516,-0.40100026
24,0.15131623,0.15282969,-0.40338475,-0.7866991,-0.015342012,-0.60293967,0.015162744,1.7333207,0.2784807,-0.4886249,-0.41542378,1.0289853,0.2999142,-0.322983,-0.46114802,-0.29353526
25,-0.18900916,0.4000702,-0.95756227,0.20437908,-0.83623606,0.27763912,0.8709486,-0.48569265,-0.49403945,-0.289619,-1.1404872,0.06656775,0.32250684,0.56364036,1.281196,-0.42381126
26,-0.09482986,0.035655066,0.26748514,-0.36284578,-0.10765661,0.0028164312,0.23560998,0.53584456,0.69350433,-0.35004905,0.6906513,0.75813174,0.105593674,-0.7973156,-0.048128605,-0.5021549
27,-0.1088687,-0.036819056,-0.6953485,-0.078587644,-0.43254593,-0.4467497,-0.3829202,-0.7062532,0.050513484,0.07873192,-0.5795633,-0.08012557,-0.8034577,-0.0815167,-0.3768618,0.9753709
28,0.8386364,-0.1610601,0.16973892,0.120507546,-0.43823126,0.61923784,0.2330568,-0.19170025,0.11090747,-0.1434215,0.7302664,0.21019253,0.34056613,0.94281125,0.0036701728,1.2342724
29,-0.49733335,0.053592384,0.6707905,-0.9008523,-0.026444128,0.24476066,0.601361,-1.1720206,-0.22413504,-0.28821602,0.81939924,-0.18082766,0.6137873,1.1766037,0.30501923,0.6924423
30,0.17277347,-1.0049706,-0.31805444,-0.43790156,0.55096114,-0.6634771,0.06728116,-0.17830819,0.21925439,-0.048471604,0.17364177,1.5571183,0.608144,0.86864644,-0.4794665,0.39423388
31,-0.18070333,-0.4586631,0.29519343,-0.14844945,0.87639034,-0.14340565,0.3156869,-0.71795875,0.42289424,-0.0394436,0.8170733,0.87130314,0.96867293,0.4046698,-0.1919419,-0.23997764
32,0.4247362,-0.23818672,-0.4896531,-0.52914506,-0.810634,-0.3842677,0.14097506,0.822462,0.34256575,-0.88012207,-0.7929371,0.07821073,-0.45524922,-0.15439236,-0.2642624,0.083016604
33,0.40994263,-0.22233936,0.31956413,0.11840773,0.5859423,0.272284,-0.08151857,0.5306064,-0.10586694,0.2967808,0.29293895,-0.34763402,-0.9500558,-0.45660228,-0.6146416,0.6697567
34,0.51510006,-0.63128996,-1.3788362,-1.7511653,-0.50198,-0.114381745,-0.31291068,1.2093494,-0.01841347,0.24421865,0.12014798,1.2151128,0.32431367,0.37608615,0.62654626,0.23265524
35,-0.11013815,-0.3033411,-0.19146287,1.0368675,-0.4190664,-0.13406587,0.39011648,-0.62422884,0.56169486,-0.2363238,-0.69213337,0.6330915,-0.22625053,0.65718395,0.14947851,0.25414598
36,0.01702921,-0.66736615,-0.07520688,-0.25603145,0.7699665,-0.7697288,-0.1637432,0.82127064,0.88503563,-0.2062572,0.61726165,1.0885328,0.5933978,-0.111717805,-0.32480335,0.029998392
37,-0.15932041,0.40993965,-0.417998,-0.5395768,-0.5468928,-1.0220551,-0.07765377,0.40015826,0.012249656,-0.18599367,0.66524416,-0.039903447,-0.52442604,0.15628497,-0.06547803,-0.24907728
38,-0.90136963,-0.90050924,0.92221516,0.9823543,0.6295271,-0.54610443,-0.9454631,-1.2284216,0.7481785,0.06395431,0.5972116,0.5098836,0.2682838,0.7994882,0.630109,-0.33760977
39,0.45968348,0.17353396,0.14438841,-0.39193922,-0.50439125,0.29858816,-0.18948713,-0.6466398,-0.10329299,-0.065950714,1.0065113,-0.37008268,0.42589292,1.5914344,0.31878486,1.1098585
40,0.6452098,0.89681655,-0.3158207,-0.6710278,-1.2169577,0.34032112,0.15880889,-0.2712129,-0.35782456,-0.67785436,0.038195103,-0.39628518,0.41728237,1.2050776,0.69732666,0.5739193
41,0.8885021,-0.40454543,0.25970906,0.27217752,0.11431802,0.6656373,0.10500231,0.12458164,0.04686378,-0.12583542,0.8985423,0.15125427,-0.12626474,0.0019617975,-0.13941781,0.87701607
42,0.5102094,-0.6911422,-0.13106886,-0.29768544,0.5977262,-0.05589713,0.57649344,-0.21815857,0.51830566,-0.36638308,0.9009385,0.72405887,0.27510077,0.48144406,-1.2339369,0.76107043
43,0.38948238,-0.550248,0.1659055,-0.46306807,0.39612275,-0.77672964,-1.4212381,0.8363207,0.6672194,0.73020214,0.4812534,1.198597,0.37290427,0.39914,-0.97561324,1.098635
44,-0.21405846,-0.32945395,-0.113638915,0.6146729,0.807722,0.6193727,0.650251,-0.96084505,-1.1043274,-0.2890678,-0.19892524,0.3003309,0.18438742,0.07869481,1.0120654,0.08233096
45,0.5354983,0.2961402,0.2019,-0.6887708,-0.3668152,-0.06539099,1.4926938,-0.011993241,0.25136334,-1.0869973,-0.046512563,0.32042566,-0.48101792,-0.010620117,-0.46224025,-0.66509247
46,0.3053862,-0.2812987,-2.3243258,-0.50202024,-1.047136,-0.2743237,1.5882769,1.4964283,-0.14035329,-0.12199745,-0.75363773,-0.25440377,-0.8994463,-1.15317,0.89908355,-0.828403
47,-0.010628879,-1.2096651,0.9829157,1.5777874,0.8987002,0.7751742,-0.8872468,-0.7750513,0.8390708,-0.086289,1.4263929,1.1166947,-0.27716735,0.14161384,-0.15981123,0.0403075
48,0.46777368,-0.89662504,-0.4546287,-0.17653255,0.22942773,-1.1269085,0.14273608,-0.046222277,-0.13536838,0.06685957,-0.045823295,0.839189,0.7127921,0.5055771,0.71559495,-0.42662764
49,1.101988,0.2533766,0.77943677,0.80873746,0.59858936,0.8459052,-0.13527998,0.6037841,-0.028752744,0.7017037,-0.15908247,0.46359736,-0.23972157,-0.14869648,-0.44215372,0.41844654
50,0.3220321,0.68654394,0.10767129,-0.50219476,-0.25123173,-0.28852585,-0.41388124,0.6634449,0.7392472,-0.0034226887,0.035598338,0.22418311,0.8873685,-0.36500916,-0.32384795,-0.3789177
51,0.67168474,0.41395473,-0.2616802,0.10628288,-0.5719338,0.5785145,0.570579,0.061586455,0.117740944,-0.10770591,-0.14681125,0.47262192,0.07197986,0.26820683,0.23627914,0.13139318
52,0.71914613,-0.83096826,-0.37185025,-0.39516968,0.3725885,-0.5362688,0.29718181,0.49108082,1.31873,-0.065903455,0.062571965,0.86645365,0.6291709,-0.28267148,-1.0120025,0.37376833
53,0.52352303,0.44843817,-0.24949849,-0.31387103,-0.7277196,0.28740084,-0.0071097985,0.7165348,-0.41495624,0.097547814,-0.25871634,0.28212938,0.010724328,0.30528712,-0.68098634,1.2465711
54,-0.36907876,0.25354725,0.7311353,-0.1453278,0.8901643,0.60226256,0.35642168,-0.18361053,-0.23314393,-0.14091477,1.8533746,0.45950258,-0.21531594,0.02463115,-0.9558577,0.03921909
55,0.7771088,0.14773785,-0.5852803,0.643838,-1.6613619,0.63372743,0.0666754,-0.717139,-0.36286366,-0.5254682,0.31123966,-0.090742394,-0.23718181,1.1768094,0.6414846,0.49528807
56,-0.015367359,0.29289073,-0.36074516,0.79631394,-0.9223676,0.19764856,-0.10662224,-1.4283012,-0.2176699,0.14344639,-0.032120813,0.26413155,-0.3884269,0.6107394,0.23791845,0.31063843
57,-0.17432499,0.7948857,-0.26434577,-0.27881432,-0.28889394,-0.20198616,-0.05963152,0.6120784,1.1094327,-0.5624484,-0.12125985,0.4836501,0.18281046,-0.35602748,-1.0531644,-0.038023084
58,-0.95803475,-0.24323222,0.78098375,0.75368583,-0.33767456,-1.1706082,-0.47863364,-0.9796024,-0.69016945,0.55847025,-0.6858344,-0.70931274,-0.5971093,0.12273089,-0.042294517,1.0950518
59,0.023640089,0.7468163,0.4131124,0.18723015,0.5127346,0.75367355,1.1819898,0.049119808,-0.3430908,-0.20042327,0.55040133,0.39754534,-0.3852714,-0.036794767,-1.0484018,0.6345735
60,-1.327982,0.31284487,0.13845855,-0.4151895,-0.39405254,-0.5372894,-0.9720574,-0.64864117,-0.06560467,-0.18750522,0.36187494,0.08210388,0.3317696,0.3290515,-0.19170581,0.5311115
61,0.43476278,-0.46139616,0.22346869,0.4975536,0.71366984,0.7987379,0.9046794,0.25559676,-0.4319012,-0.7833318,1.0680869,0.5064101,-0.20061699,0.25001147,-0.9282151,-0.006070841
62,0.3039747,-0.43960482,-0.8907408,-0.8274898,-1.0326093,1.1181958,-0.83758986,1.3471477,-1.2500262,1.0699921,0.052816696,-0.0057573617,0.27834347,1.3367527,-0.5525738,-0.047001544
63,1.0458057,0.047815874,1.0428112,0.64310557,0.5244537,0.71892494,-0.5727301,-0.4469991,0.9843435,0.5636173,0.6132487,0.10379549,0.49003938,-0.18008062,-0.75326157,0.77518296
64,0.34573573,0.12937723,-0.5581602,-0.23677458,-0.19209653,-0.5007889,0.03953746,0.6420065,0.61117435,-0.0012766989,-0.4380238,0.39894265,-0.044707894,-0.26877883,-0.9932633,-0.8211405
65,-0.78967893,-0.8130111,-0.24053961,0.050201662,0.45246366,-0.82428664,-0.86867917,-0.88969535,0.11242389,0.15665692,0.590814,0.90018517,0.17194474,0.5373614,0.04372838,0.27727473
66,0.25096065,0.0136039555,-0.94639444,-0.7052515,-0.6752696,0.3138842,-0.51287436,-0.2060391,-0.47059795,-0.060961626,0.037164137,-0.008378595,-0.5274703,-0.2136792,-1.0040863,0.53364867
67,-0.09244284,-0.20510831,-0.34978923,-0.52012193,-0.28275365,0.072582945,0.686883,0.4917435,-0.6039151,-0.07722865,0.19718868,-0.55063933,0.5678823,0.6438711,-0.40716264,-0.36826694
68,-0.1534322,-0.74322987,-0.08998889,-0.027301766,-0.583829,-0.7942116,0.029583387,0.10053792,0.42947403,-1.3661456,0.6263536,0.63978267,0.62014353,1.2774777,0.23998319,1.003112
69,-1.1647109,-0.33829075,-0.07372829,0.06915486,0.10411421,-0.4271376,-0.76928866,-1.041592,0.06000239,-0.01694936,0.44028455,0.2940207,0.32022697,0.42006767,0.36152586,-0.26607656
70,0.24921484,-0.92834115,0.8577316,2.0958471,0.45301214,0.50025403,-1.0036266,-1.4590645,1.1357361,-0.10456825,0.43159562,0.86277795,-0.90570045,-0.03172937,0.9633697,0.32096332
71,0.7615891,0.0046260357,-0.20722798,0.02004551,0.00014175288,-0.09545785,0.72760737,-0.7267217,-0.27183753,0.29433995,-0.52467275,-0.48892826,-0.016899586,-0.16718033,1.2078108,-0.53290176
72,0.99268556,0.3145448,0.14964184,-0.27718866,-0.09178884,0.69995993,0.24984348,0.20497337,0.020469181,0.19250232,-0.7778692,0.72966325,-0.26119253,-0.3913899,-0.9984482,0.40374643
73,0.138861,-0.43573052,0.013830209,-0.20299874,1.0168151,-0.8298268,0.29459745,0.46720362,1.044356,-0.102276064,0.7522606,0.78884536,0.5903008,0.75702685,-0.52276975,0.052933007
74,-1.3312237,0.049175367,1.0888572,0.3257091,-0.056630224,-0.173978,0.26177645,-0.12830546,0.4300013,-0.3543689,-0.14918447,-0.45902663,-0.4966238,1.1252575,-0.9314851,0.88773805
75,-1.07667,0.2364762,-0.589343,0.7459114,-0.58341235,0.25853506,0.27221155,-1.2650158,-0.09246534,0.1612047,0.06720667,-0.55965155,-1.1368285,0.3762222,0.57056487,-0.42765194
76,0.57948124,-0.81325555,0.2145774,-0.15999497,-0.4019514,0.5786229,0.82272065,0.53531384,-0.29845062,-1.376418,1.0151341,-0.19658236,-0.6512779,-0.1844281,0.6009639,0.7174834
77,0.42686272,-0.9818598,-0.19940928,-0.650946,-0.34203708,-0.9460552,-0.014226295,-0.26212573,-0.025085628,-0.7605627,1.0746648,-0.41922683,-0.3627228,0.5424942,0.03571331,-0.43243885
78,-0.40719038,0.21310337,-0.43136156,-0.19115797,-0.6711751,0.21112548,-0.4919415,0.6847719,-0.6089978,0.15539435,0.13114229,-0.42993802,0.064784385,0.27710763,-1.1303781,-0.62106407
79,0.31804675,0.29693758,-0.18369642,-0.30430853,-0.6260233,-0.34444293,0.002866678,-0.08447309,0.0607685,-0.093875654,-0.041868683,0.016625457,0.57962877,0.75199455,0.18012805,-0.301844
80,-0.3112761,-0.52253205,-0.106232226,-0.07664359,0.56736654,-0.92383444,-0.5836535,-0.85460436,0.7156,0.056654897,1.063597,1.0865866,-0.05345682,0.1095886,0.0667575,0.62394804
81,0.23835401,0.18285431,0.15525526,-0.47014284,0.19304132,-0.17597869,-0.59452087,-0.0065823607,0.63273287,-0.13447279,1.1590865,0.004725918,0.049817465,0.1842506,-1.0291027,0.3680786
82,0.3393392,0.4840868,0.45888677,0.25104746,0.06514653,0.59823513,0.42945135,-0.7344903,-0.33614218,-0.67929214,0.070495464,0.4173293,-0.10804435,0.118379876,-0.4003871,0.81561375
83,-0.22367083,0.07024847,0.20606107,0.51353663,0.15311569,0.48218268,-0.03987304,-0.42821768,-0.6715864,0.16286165,-0.10335039,-0.16371419,0.080162056,0.5789414,-0.33727443,-0.07621981
84,0.5361102,0.20632903,-0.1927261,-0.48105443,-1.1214164,0.19821975,-0.080771126,0.49174142,0.14125532,-0.5291925,-0.028665092,0.16245839,-0.34434223,0.048093475,-0.19337669,0.067620814
85,-0.11393628,0.7166985,-0.27434656,0.30984497,0.1965569,-0.24721995,-0.38467348,0.49114752,0.4522221,0.06196442,-0.42931667,0.046630718,0.5368558,-0.49271774,-0.16980259,-0.15122719
86,0.46047163,-0.9387226,-0.3885701,0.08827092,0.08079364,0.36798203,-0.40693855,0.11224864,-0.304674,0.74030143,-0.7535182,0.5654637,0.14833358,0.5884081,-0.6759767,0.3968296
87,0.15238078,-0.32875293,0.42146108,-0.3271386,0.18122175,0.32419586,-0.05424028,-0.17996514,-0.20685354,-0.11214135,1.8079776,0.005445458,-0.1582483,0.13473943,0.16082923,0.5094164
88,0.48521972,1.1360698,0.6334721,0.8371344,0.12632078,0.0028476268,0.4097123,0.8852819,0.5698787,0.14944914,-0.5483255,0.8452628,-0.6777969,-1.0185493,-0.8148419,-0.22448036
89,1.1651453,0.33783048,-0.7763239,-0.85675144,-1.3949145,0.6214762,0.55240995,1.180313,-0.93106997,0.86450344,-0.7923367,0.51949173,-0.25361678,-0.41011792,0.49171466,0.1524957
90,0.21560352,0.68756723,-0.8121146,-0.95641357,-0.69103664,1.3865666,0.15139887,0.68000954,-0.9711224,0.7301656,0.14816818,0.048735596,-0.64647233,-0.6016325,0.66460043,0.20999242
91,0.08669026,0.6577251,0.5630704,0.24631946,0.13658121,0.9896912,0.016607426,0.18749851,-0.46403322,0.32733062,0.47359645,0.20534348,-0.4487988,0.05682757,-0.5592592,-0.23894551
92,0.5829748,0.4817229,0.13423753,0.46956313,-0.6480666,0.09932583,-0.84182984,-0.042926036,-0.1725685,1.191587,-0.2918686,-0.40683168,0.6482004,1.4235545,-0.575334,0.20938946
93,0.3982188,-0.83571494,0.6579293,-0.88684046,0.45168567,-1.173821,0.17641449,-0.063483454,0.06337828,0.12838629,0.66717154,1.6010871,0.8862758,0.37534449,-0.3623944,0.30374807
94,-0.6809776,-0.091114484,-0.2294696,-0.28742146,0.30008337,-0.22707197,0.09082049,-0.9169965,-0.50999427,0.02254745,0.4509974,0.39744848,0.59672296,0.27795088,0.17030796,-0.36554247
95,0.25060618,0.59674585,-0.7696205,0.49255252,0.45427686,0.48660398,0.64519376,-0.16039081,-0.25636533,-0.7362552,-0.6607087,-0.107801825,-0.5109322,-0.01321727,-0.9697455,0.23896931
96,0.49973112,0.22782277,0.5056956,0.5098952,0.7643636,-0.022498757,0.44101548,0.28040794,0.22524472,-0.07976281,-0.11107027,0.18069433,-0.21687175,-0.9430598,0.11788596,-0.71626294
97,0.059921592,0.41301304,-0.43347588,0.15169513,-0.6891445,0.68918306,1.0520545,0.19064343,-0.22666723,-0.7083118,0.41018364,-0.7000328,-0.37060538,0.72561365,0.24829446,0.12421857
98,0.3029558,-0.8553794,-1.0394163,-0.058320872,-0.37966514,0.30232444,0.070891656,-0.6043947,0.27434057,0.29750836,-0.2914113,-0.07261449,-0.3447769,-0.30238444,-0.0017840285,-0.1454535
99,0.98012996,-0.060795914,0.15893418,1.0368596,-0.1033261,0.29442263,0.015659377,-0.36967772,0.3253746,-0.08640436,-0.85040957,0.4750331,0.37589595,-0.150195,0.0055892533,-0.506538
100,0.8899435,0.17320494,-0.42476314,-1.543433,-0.38282278,0.7751249,-0.5638734,-0.10304849,0.6236203,0.46372843,0.6322802,0.38777834,0.000505954,-0.06805849,-0.15992361,-0.31881827
101,0.3125484,-0.74670506,-1.0900923,-0.82659966,0.241894,-1.1208328,1.2919747,0.6960231,0.3305961,-0.67681026,-0.1700708,0.42459488,0.70549273,0.06552301,0.19070126,0.3946405
102,0.9195619,-0.6623027,-0.9483651,-0.6468271,-0.14920357,1.2680868,0.6369989,1.2569163,-0.5322498,-0.02015988,0.46850926,0.42549765,-0.037958898,-0.28511298,0.53107154,-0.33257532
103,0.5049872,-0.6152063,-0.06718875,-0.65464383,0.7205362,-0.6834233,-0.5838719,0.40000904,0.45070475,0.057927158,1.381303,0.88054496,0.32541773,0.16453764,-0.62668264,0.67829096
104,0.35694003,-0.2826444,-0.2952295,-0.78235406,-0.77147675,-1.3677865,0.5159231,0.11542637,-0.32943678,-0.0783227,-0.51839936,0.3609076,0.976399,0.0849641,0.84301436,-0.49069518
105,0.635993,-0.042268895,0.5344682,-0.82476413,0.30243614,-0.14959422,-0.15959027,-0.95858675,1.001793,-0.06416953,0.65688205,0.22248684,0.2711568,0.040000618,-0.4203441,-0.22489555
106,0.7859075,0.35403043,1.0212802,0.6323282,0.95872724,1.3665166,0.78300834,-0.22757846,0.13413678,-0.16488093,0.42450678,0.7949468,-0.089074686,0.5304315,-0.845944,0.3297485
107,0.59152496,-0.30923867,-0.4013562,0.47188532,-0.24223685,1.1094055,0.9642229,-0.12121531,-0.42329487,-0.14127222,-1.3347281,0.5197878,-0.2616033,-0.14550346,0.75911677,-0.3443942
108,0.58686244,-0.341217,0.122689076,-0.47292358,0.192296,0.18598613,-0.19503409,0.32105675,0.4935151,-0.059729546,0.99331534,0.22476237,-0.06834477,-0.26974988,-1.0616475,-0.039976016
109,-0.015706435,0.80453336,0.46209294,0.029107478,0.063848704,0.6135949,0.6807744,0.2098751,-0.55016696,-0.21950051,0.21182582,0.55721205,-0.66146976,-0.06721498,-0.96123576,0.934566
110,0.91755867,0.08892989,0.75562316,0.010424923,-0.09062673,-0.50159377,0.17820881,0.5701738,-0.2609582,0.61087054,0.14348319,0.19635975,-0.20894837,-0.8433357,-0.2599858,0.6371653
111,0.4097311,0.054431647,-0.22105312,-0.22706227,-0.37062088,0.46447974,0.7546741,0.0027204268,-0.67435527,-0.04219463,0.17394704,-0.93866175,-0.12172326,0.5197078,0.32118714,0.4928943
112,0.3693925,-0.41188687,0.63950914,-0.58870006,0.13878262,-0.0660276,-0.6893542,-2.003872,0.38730228,0.5037154,0.511929,0.38044673,0.22922856,0.31471264,-0.9939424,-0.19677903
113,1.1279268,1.2474402,-0.572029,0.5342108,-0.91673756,0.84261763,0.19014657,0.15825993,-0.6956676,0.045072787,-1.1198779,0.20498274,-0.65378517,-0.06322695,-0.1713659,-0.15307592
114,0.75123477,-0.35394463,-0.42173147,-0.56627953,-0.098962605,0.3975505,-0.28800794,-0.007001389,0.46229056,-0.12295266,0.40324,0.4654761,-0.1555203,-0.0869603,-1.366336,0.6592133
115,0.795877,-0.62880874,-0.8017204,0.27526033,-1.0817415,0.16991077,-0.91679305,-0.9682527,-0.93551326,0.026105257,-0.10853729,-0.33212423,0.09514973,1.3364741,0.34734824,-0.03241877
116,1.0400486,0.9691748,0.7703703,1.1425236,0.3369041,0.36848018,0.5487748,0.7799759,0.6419008,0.079565436,-1.2376405,1.0367068,-0.32969123,-0.5483287,-0.50384974,-0.55679363
117,-0.47365445,-0.22165772,-0.30163214,0.075209595,-0.25596958,0.6117511,-0.100118645,-0.41080573,-1.2721031,0.32539627,0.42342508,-0.31123966,0.15720269,0.9986592,-0.99903905,-0.39868772
118,0.40519452,-0.47300935,-0.895462,-0.1998608,-0.50345445,-0.76245636,-0.12526584,0.06318002,-0.23132911,0.1661672,-0.39245906,1.9497663,0.85570747,0.7721123,0.2270763,-0.5102838
119,-1.2306758,1.3358217,0.035135802,0.3384763,-1.0487396,-0.18657687,0.0898796,-0.5344018,-0.395319,0.09697426,-0.6487289,-0.68276095,-0.84159493,0.43985566,-0.5861719,-0.22192831
120,0.03638079,-0.19215423,-1.4570627,-1.6196381,-0.4045084,-0.075125724,-0.38876164,0.622558,-0.6952405,0.48884377,0.54803306,0.6616073,0.16461036,-0.09731579,0.9585234,0.016230203
121,0.6190274,-0.10325144,0.4223034,0.6767026,0.49567753,0.32507473,0.14555681,-0.19884336,0.5708122,0.0014887629,0.98548734,-0.14711042,-0.4794459,0.028141148,0.6114101,1.3624191
122,-0.51621014,-0.69169897,0.42250404,0.23255327,0.22448424,-1.3265113,-0.9579466,-0.47701126,0.17350079,0.16724202,0.34716383,0.66072184,0.12817353,0.69713706,-0.4062454,0.39071804
123,-0.12355973,-0.009160414,0.10468355,0.16128294,-0.2577767,0.416224,0.052098878,0.83854544,-1.0635331,-0.26840568,0.23312649,0.19144467,-0.0003985539,0.9872085,-1.206257,-0.026509108
124,0.101142555,-0.08662228,0.23205948,0.90882045,0.59401774,0.35502315,1.0476345,-0.17369604,0.11236985,-0.58298796,-0.1298645,0.3054421,-0.03465853,-0.30024773,1.0778185,-0.016074024
125,0.010228328,-0.660918,-1.0351977,0.1441248,-0.29091784,0.48036927,-0.41737646,0.26794806,0.25906476,0.51494944,-0.22557437,-0.46944702,-0.19395319,0.15254968,-0.79439205,0.10916443
126,-0.113241196,-0.30100083,0.29327503,1.245729,-0.60111165,0.2417303,-0.12130412,-0.9269458,0.3016566,-0.034459583,-0.78197485,0.70971406,0.23485503,1.048147,0.18454938,0.2517209
127,0.27747774,-1.3270876,0.21611503,-0.13526738,0.080296725,0.45579535,-0.33822116,-1.4926649,0.22482273,-0.24911773,-0.08440781,0.17055516,0.5330388,1.039674,-1.3985935,-0.29917675
128,-1.0126525,0.19165464,-0.13581225,1.6519072,0.4634126,0.77154166,0.11517215,-0.6832695,0.17019166,0.15751669,-0.31732577,-0.12059024,-0.8161533,0.51430154,0.22860384,-0.55551994
129,-0.009671792,-0.04999824,-0.51558524,0.18704449,-0.18845871,-0.44631904,-0.062596075,-0.70516276,-0.13577464,-0.7183655,1.0946599,0.91543955,-0.20384544,0.7985257,-0.22519848,-0.270685
130,-0.19840434,0.3966822,-0.1989834,-0.13325183,-0.22122818,0.80990195,0.41759008,-0.05763831,-0.6438775,-0.042544216,0.5374435,0.06577128,0.22965977,0.64568913,-0.21201578,0.21676596
131,0.43921793,-0.58258516,-1.2407508,-0.37728113,-0.21023747,0.20901799,0.058545776,0.0987016,0.42711437,-0.4160214,0.43736774,0.68190306,-0.16796714,0.5225646,-0.5378486,-0.04309976
