vertex_id:int,label_id:int,title:string,genres:string,avgrating:double,year:double,gender:string,age:double,occupation:int,zip-code:string
77,0,"Day the Earth Stood Still, The (1951)",|Drama|Sci-Fi,4.14132,1951,,,,
78,0,"Hunt for Red October, The (1990)",|Action|Thriller,4.04881,1990,,,,
79,0,Outbreak (1995),|Action|Drama|Thriller,3.26813,1995,,,,
80,0,Simon Birch (1998),|Drama,3.60697,1998,,,,
81,0,Stand and Deliver (1987),|Drama,3.76453,1987,,,,
82,0,Breakfast at Tiffany's (1961),|Drama|Romance,3.90476,1961,,,,
83,0,Maverick (1994),|Action|Comedy|Western,3.52698,1994,,,,
84,0,Stand by Me (1986),|Adventure|Comedy|Drama,4.09707,1986,,,,
85,0,"Green Mile, The (1999)",|Drama|Thriller,4.15372,1999,,,,
86,0,"Lost World: Jurassic Park, The (1997)",|Action|Adventure|Sci-Fi|Thriller,3.03451,1997,,,,
87,0,Gandhi (1982),|Drama,4.1403,1982,,,,
88,0,Strictly Ballroom (1992),|Comedy|Romance,3.95394,1992,,,,
89,0,"League of Their Own, A (1992)",|Comedy|Drama,3.68033,1992,,,,
90,0,Patriot Games (1992),|Action|Thriller,3.74857,1992,,,,
91,0,"Bodyguard, The (1992)",|Action|Drama|Romance|Thriller,2.85829,1992,,,,
92,0,Braveheart (1995),|Action|Drama|War,4.23346,1995,,,,
93,0,Ronin (1998),|Action|Crime|Thriller,3.52612,1998,,,,
94,0,Payback (1999),|Action|Thriller,3.50843,1999,,,,
95,0,"Spanish Prisoner, The (1997)",|Drama|Thriller,3.94045,1997,,,,
96,0,Close Encounters of the Third Kind (1977),|Drama|Sci-Fi,4.01454,1977,,,,
97,0,Terminator 2: Judgment Day (1991),|Action|Sci-Fi|Thriller,4.05979,1991,,,,
98,0,Alien: Resurrection (1997),|Action|Horror|Sci-Fi,2.95892,1997,,,,
99,0,"Guns of Navarone, The (1961)",|Action|Drama|War,3.96208,1961,,,,
100,0,"Soldier's Story, A (1984)",|Drama,3.7378,1984,,,,
101,0,On the Waterfront (1954),|Crime|Drama,4.27027,1954,,,,
102,0,Picnic (1955),|Drama,3.67901,1955,,,,
103,0,"Misérables, Les (1998)",|Drama,3.75875,1998,,,,
104,0,American Beauty (1999),|Comedy|Drama,4.31865,1999,,,,
105,0,Amadeus (1984),|Drama,4.25455,1984,,,,
106,0,"Remains of the Day, The (1993)",|Drama,3.91537,1993,,,,
107,0,Demolition Man (1993),|Action|Sci-Fi,2.99372,1993,,,,
108,0,Children of a Lesser God (1986),|Drama,3.82727,1986,,,,
109,0,Like Water for Chocolate (Como agua para chocolate) (1992),|Drama|Romance,3.92661,1992,,,,
110,0,"Last of the Mohicans, The (1992)",|Action|Romance|War,3.81237,1992,,,,
111,0,Bonnie and Clyde (1967),|Crime|Drama,4.09384,1967,,,,
112,0,Starman (1984),|Adventure|Drama|Romance|Sci-Fi,3.46065,1984,,,,
113,0,Jurassic Park (1993),|Action|Adventure|Sci-Fi,3.76541,1993,,,,
114,0,Prefontaine (1997),|Drama,3.09859,1997,,,,
115,0,Doctor Zhivago (1965),|Drama|Romance|War,4.06643,1965,,,,
116,0,Groundhog Day (1993),|Comedy|Romance,3.95318,1993,,,,
117,0,Die Hard 2 (1990),|Action|Thriller,3.542,1990,,,,
118,0,"Man in the Iron Mask, The (1998)",|Action|Drama|Romance,3.04103,1998,,,,
119,0,Star Trek VI: The Undiscovered Country (1991),|Action|Adventure|Sci-Fi,3.40959,1991,,,,
120,0,Enemy of the State (1998),|Action|Thriller,3.68566,1998,,,,
121,0,Key Largo (1948),|Crime|Drama|Film-Noir|Thriller,4.08261,1948,,,,
122,0,"Thin Red Line, The (1998)",|Action|Drama|War,3.39398,1998,,,,
123,0,Dances with Wolves (1990),|Adventure|Drama|Western,3.91262,1990,,,,
124,0,Star Wars: Episode V - The Empire Strikes Back (1980),|Action|Adventure|Drama|Sci-Fi|War,4.2928,1980,,,,
125,0,Con Air (1997),|Action|Adventure|Thriller,3.26814,1997,,,,
126,0,Twister (1996),|Action|Adventure|Romance|Thriller,3.17151,1996,,,,
127,0,Raiders of the Lost Ark (1981),|Action|Adventure,4.47706,1981,,,,
128,0,"Silence of the Lambs, The (1991)",|Drama|Thriller,4.35037,1991,,,,
129,0,Waking Ned Devine (1998),|Comedy,3.87749,1998,,,,
130,0,Broken Arrow (1996),|Action|Thriller,2.87421,1996,,,,
131,0,Ghostbusters II (1989),|Comedy|Horror,2.90053,1989,,,,
132,0,"Matrix, The (1999)",|Action|Sci-Fi|Thriller,4.31495,1999,,,,
133,0,Armageddon (1998),|Action|Adventure|Sci-Fi|Thriller,3.19095,1998,,,,
134,0,Shakespeare in Love (1998),|Comedy|Romance,4.12638,1998,,,,
135,0,Serpico (1973),|Crime|Drama,3.97746,1973,,,,
136,0,"French Connection, The (1971)",|Action|Crime|Drama|Thriller,4.10012,1971,,,,
137,0,Conspiracy Theory (1997),|Action|Mystery|Romance|Thriller,3.40397,1997,,,,
138,0,What About Bob? (1991),|Comedy,3.39679,1991,,,,
139,0,Rocky (1976),|Action|Drama,3.94316,1976,,,,
140,0,Kramer Vs. Kramer (1979),|Drama,3.79911,1979,,,,
141,0,Ed Wood (1994),|Comedy|Drama,3.6973,1994,,,,
142,0,On Golden Pond (1981),|Drama,3.73881,1981,,,,
143,0,Chariots of Fire (1981),|Drama,3.80096,1981,,,,
144,0,Desperado (1995),|Action|Romance|Thriller,3.45725,1995,,,,
145,0,Get Shorty (1995),|Action|Comedy|Drama,3.6238,1995,,,,
146,0,Die Hard: With a Vengeance (1995),|Action|Thriller,3.56189,1995,,,,
147,0,Platoon (1986),|Drama|War,4.09204,1986,,,,
148,0,True Lies (1994),|Action|Adventure|Comedy|Romance,3.63376,1994,,,,
149,0,October Sky (1999),|Drama,4.13675,1999,,,,
150,0,Clear and Present Danger (1994),|Action|Adventure|Thriller,3.72701,1994,,,,
151,0,"Fugitive, The (1993)",|Action|Thriller,4.10298,1993,,,,
152,0,Sophie's Choice (1982),|Drama,3.97953,1982,,,,
153,0,Gone with the Wind (1939),|Drama|Romance|War,3.99739,1939,,,,
154,0,"Getaway, The (1994)",|Action,2.82394,1994,,,,
155,0,"Fifth Element, The (1997)",|Action|Sci-Fi,3.63802,1997,,,,
156,0,Thelma & Louise (1991),|Action|Drama,3.68224,1991,,,,
157,0,Under Siege (1992),|Action,3.26638,1992,,,,
158,0,Guess Who's Coming to Dinner (1967),|Comedy|Drama,3.92,1967,,,,
159,0,"Grapes of Wrath, The (1940)",|Drama,4.12984,1940,,,,
160,0,Independence Day (ID4) (1996),|Action|Sci-Fi|War,3.50379,1996,,,,
161,0,Mr. Jones (1993),|Drama|Romance,2.74468,1993,,,,
162,0,Spartacus (1960),|Drama,4.01882,1960,,,,
163,0,Lethal Weapon 3 (1992),|Action|Comedy|Crime|Drama,3.25343,1992,,,,
164,0,As Good As It Gets (1997),|Comedy|Drama,3.94915,1997,,,,
165,0,Indochine (1992),|Drama|Romance,3.78205,1992,,,,
166,0,"Mask of Zorro, The (1998)",|Action|Adventure|Romance,3.56148,1998,,,,
167,0,"Shawshank Redemption, The (1994)",|Drama,4.55325,1994,,,,
168,0,"Breakfast Club, The (1985)",|Comedy|Drama,3.87906,1985,,,,
169,0,"Man with the Golden Arm, The (1955)",|Drama,3.75556,1955,,,,
170,0,Manhattan (1979),|Comedy|Drama|Romance,4.08555,1979,,,,
171,0,Forrest Gump (1994),|Comedy|Romance|War,4.08632,1994,,,,
172,0,Miller's Crossing (1990),|Drama,4.00282,1990,,,,
173,0,Nurse Betty (2000),|Comedy|Thriller,3.51548,2000,,,,
174,0,"Graduate, The (1967)",|Drama|Romance,4.24681,1967,,,,
175,0,Animal House (1978),|Comedy,4.05162,1978,,,,
176,0,"Full Monty, The (1997)",|Comedy,3.87332,1997,,,,
177,0,Raising Arizona (1987),|Comedy,4.02242,1987,,,,
178,0,28 Days (2000),|Comedy,3.06827,2000,,,,
179,0,Happy Gilmore (1996),|Comedy,3.5257,1996,,,,
180,0,"Golden Child, The (1986)",|Action|Adventure|Comedy,2.89956,1986,,,,
181,0,Beverly Hills Ninja (1997),|Action|Comedy,2.54741,1997,,,,
182,0,"Naked Gun: From the Files of Police Squad!, The (1988)",|Comedy,3.67587,1988,,,,
183,0,"Fish Called Wanda, A (1988)",|Comedy,3.97045,1988,,,,
184,0,Being John Malkovich (1999),|Comedy,4.12422,1999,,,,
185,0,"Edge, The (1997)",|Adventure|Thriller,3.61778,1997,,,,
186,0,Indiana Jones and the Last Crusade (1989),|Action|Adventure,4.13247,1989,,,,
187,0,Dragonheart (1996),|Action|Adventure|Fantasy,3.22167,1996,,,,
188,0,Blade (1998),|Action|Adventure|Horror,3.47395,1998,,,,
189,0,Men in Black (1997),|Action|Adventure|Comedy|Sci-Fi,3.7403,1997,,,,
190,0,"Hollywood Knights, The (1980)",|Comedy,3.26087,1980,,,,
191,0,"Ghost and the Darkness, The (1996)",|Action|Adventure,3.32444,1996,,,,
192,0,Evil Dead II (Dead By Dawn) (1987),|Action|Adventure|Comedy|Horror,3.82537,1987,,,,
193,0,"Three Musketeers, The (1993)",|Action|Adventure|Comedy,3.23909,1993,,,,
194,0,Unforgiven (1992),|Western,4.08638,1992,,,,
195,0,"Rock, The (1996)",|Action|Adventure|Thriller,3.72455,1996,,,,
196,0,Young Guns (1988),|Action|Comedy|Western,3.42549,1988,,,,
197,0,Young Guns II (1990),|Action|Comedy|Western,2.90463,1990,,,,
198,0,Caddyshack (1980),|Comedy,3.84479,1980,,,,
199,0,Butch Cassidy and the Sundance Kid (1969),|Action|Comedy|Western,4.21647,1969,,,,
200,0,Crocodile Dundee (1986),|Adventure|Comedy,3.42511,1986,,,,
201,0,Easy Rider (1969),|Adventure|Drama,3.76812,1969,,,,
202,0,"Mummy, The (1999)",|Action|Adventure|Horror|Thriller,3.316,1999,,,,
203,0,Blazing Saddles (1974),|Comedy|Western,4.05027,1974,,,,
204,0,Deliverance (1972),|Adventure|Thriller,3.94353,1972,,,,
205,0,Indiana Jones and the Temple of Doom (1984),|Action|Adventure,3.67558,1984,,,,
206,0,Monty Python and the Holy Grail (1974),|Comedy,4.33564,1974,,,,
207,0,"Little Mermaid, The (1989)",|Animation|Children's|Comedy|Musical|Romance,3.75657,1989,,,,
208,0,"Fistful of Dollars, A (1964)",|Action|Western,3.99423,1964,,,,
209,0,Alien (1979),|Action|Horror|Sci-Fi|Thriller,4.15972,1979,,,,
210,0,Die Hard (1988),|Action|Thriller,4.12034,1988,,,,
211,0,Mad Max (1979),|Action|Sci-Fi,3.66353,1979,,,,
212,0,King Kong (1933),|Action|Adventure|Horror,3.65421,1933,,,,
213,0,Jaws (1975),|Action|Horror,4.09032,1975,,,,
214,0,Predator (1987),|Action|Sci-Fi|Thriller,3.65298,1987,,,,
215,0,"Good, The Bad and The Ugly, The (1966)",|Action|Western,4.13065,1966,,,,
216,0,Goldfinger (1964),|Action,3.96983,1964,,,,
217,0,"Terminator, The (1984)",|Action|Sci-Fi|Thriller,4.15137,1984,,,,
218,0,Who Framed Roger Rabbit? (1988),|Adventure|Animation|Film-Noir,3.67958,1988,,,,
219,0,Gods and Monsters (1998),|Drama,3.8101,1998,,,,
220,0,Delicatessen (1991),|Comedy|Sci-Fi,4,1991,,,,
221,0,Clueless (1995),|Comedy|Romance,3.62279,1995,,,,
222,0,Natural Born Killers (1994),|Action|Thriller,3.14511,1994,,,,
223,0,Velvet Goldmine (1998),|Drama,3.2,1998,,,,
224,0,Love! Valour! Compassion! (1997),|Drama|Romance,3.48544,1997,,,,
225,0,Citizen Ruth (1996),|Comedy|Drama,3.73973,1996,,,,
226,0,Donnie Brasco (1997),|Crime|Drama,3.7933,1997,,,,
227,0,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",|Comedy,3.6,1994,,,,
228,0,"Wings of the Dove, The (1997)",|Drama|Romance|Thriller,3.76852,1997,,,,
229,0,Bound (1996),|Crime|Drama|Romance|Thriller,3.82137,1996,,,,
230,0,Mrs. Dalloway (1997),|Romance,3.72414,1997,,,,
231,0,Bowfinger (1999),|Comedy,3.26293,1999,,,,
232,0,Before Sunrise (1995),|Drama|Romance,3.81761,1995,,,,
233,0,Four Days in September (1997),|Drama,3.98039,1997,,,,
234,0,Naked (1993),|Drama,3.60638,1993,,,,
235,0,Orlando (1993),|Drama,3.48673,1993,,,,
236,0,"Bridge on the River Kwai, The (1957)",|Drama|War,4.38627,1957,,,,
237,0,X-Men (2000),|Action|Sci-Fi,3.82143,2000,,,,
238,0,"Piano, The (1993)",|Drama|Romance,3.67438,1993,,,,
239,0,Richard III (1995),|Drama|War,3.95868,1995,,,,
240,0,"Negotiator, The (1998)",|Action|Thriller,3.60629,1998,,,,
241,0,Pokémon the Movie 2000 (2000),|Animation|Children's,1.59794,2000,,,,
242,0,Seven (Se7en) (1995),|Crime|Thriller,4.10619,1995,,,,
243,0,"South Park: Bigger, Longer and Uncut (1999)",|Animation|Comedy,3.75829,1999,,,,
244,0,Pulp Fiction (1994),|Crime|Drama,4.27618,1994,,,,
245,0,"Celluloid Closet, The (1995)",|Documentary,4.04317,1995,,,,
246,0,L.A. Confidential (1997),|Crime|Film-Noir|Mystery|Thriller,4.21689,1997,,,,
247,0,Cold Comfort Farm (1995),|Comedy,3.76498,1995,,,,
248,0,Priest (1994),|Drama,3.66434,1994,,,,
249,0,Mansfield Park (1999),|Drama,3.875,1999,,,,
250,0,Ravenous (1999),|Drama|Horror,3.11111,1999,,,,
251,0,"X-Files: Fight the Future, The (1998)",|Mystery|Sci-Fi|Thriller,3.49296,1998,,,,
252,0,Don Juan DeMarco (1995),|Comedy|Drama|Romance,3.39164,1995,,,,
253,0,One False Move (1991),|Thriller,3.95946,1991,,,,
254,0,Death and the Maiden (1994),|Drama|Thriller,3.5,1994,,,,
255,0,Heat (1995),|Action|Crime|Thriller,3.87821,1995,,,,
256,0,"Insider, The (1999)",|Drama,4.05626,1999,,,,
257,0,Beautiful Thing (1996),|Drama|Romance,4.05682,1996,,,,
258,0,Lone Star (1996),|Drama|Mystery,4.08121,1996,,,,
259,0,"Usual Suspects, The (1995)",|Crime|Thriller,4.51745,1995,,,,
260,0,Mighty Aphrodite (1995),|Comedy,3.63934,1995,,,,
261,0,Madonna: Truth or Dare (1991),|Documentary,3.05854,1991,,,,
262,0,Paris Is Burning (1990),|Documentary,4.02857,1990,,,,
263,0,Sleepy Hollow (1999),|Horror|Romance,3.51461,1999,,,,
264,0,Speed (1994),|Action|Romance|Thriller,3.56482,1994,,,,
265,0,Pump Up the Volume (1990),|Drama,3.4858,1990,,,,
266,0,All About My Mother (Todo Sobre Mi Madre) (1999),|Comedy|Drama,4.09207,1999,,,,
267,0,Rules of Engagement (2000),|Drama|Thriller,3.34963,2000,,,,
268,0,"Faculty, The (1998)",|Horror|Sci-Fi,2.77495,1998,,,,
269,0,Pecker (1998),|Comedy|Drama,3.52063,1998,,,,
270,0,Joe Gould's Secret (2000),|Drama,3.15,2000,,,,
271,0,"Pillow Book, The (1995)",|Drama|Romance,3.48905,1995,,,,
272,0,Out of Sight (1998),|Action|Crime|Romance,3.7949,1998,,,,
273,0,Ghostbusters (1984),|Comedy|Horror,3.90492,1984,,,,
274,0,Liar Liar (1997),|Comedy,3.50226,1997,,,,
275,0,"Player, The (1992)",|Comedy|Drama,3.96407,1992,,,,
276,0,Crumb (1994),|Documentary,4.06148,1994,,,,
277,0,"Abyss, The (1989)",|Action|Adventure|Sci-Fi|Thriller,3.68387,1989,,,,
278,0,Creepshow (1982),|Horror,3.1618,1982,,,,
279,0,Tender Mercies (1983),|Drama,3.90347,1983,,,,
280,0,Good Will Hunting (1997),|Drama,4.17521,1997,,,,
281,0,Topsy-Turvy (1999),|Drama,3.71287,1999,,,,
282,0,Wilde (1997),|Drama,3.65476,1997,,,,
283,0,Edward Scissorhands (1990),|Drama|Romance,3.59522,1990,,,,
284,0,"Ice Storm, The (1997)",|Drama,3.80198,1997,,,,
285,0,Night on Earth (1991),|Comedy|Drama,3.74093,1991,,,,
286,0,Trick (1999),|Romance,3.75,1999,,,,
287,0,Mystery Men (1999),|Action|Adventure|Comedy,3.01175,1999,,,,
288,0,Pi (1998),|Sci-Fi|Thriller,3.78723,1998,,,,
289,0,Twin Falls Idaho (1999),|Drama,3.75269,1999,,,,
290,0,There's Something About Mary (1998),|Comedy,3.90389,1998,,,,
291,0,Go (1999),|Crime,3.85914,1999,,,,
292,0,JFK (1991),|Drama|Mystery,3.75166,1991,,,,
293,0,Shaft (2000),|Action|Crime,3.24757,2000,,,,
294,0,Night of the Living Dead (1968),|Horror|Sci-Fi,3.66432,1968,,,,
295,0,Wild Reeds (1994),|Drama,3.43137,1994,,,,
296,0,Falling Down (1993),|Action|Drama,3.45019,1993,,,,
297,0,Men With Guns (1997),|Action|Drama,3.96629,1997,,,,
298,0,Living in Oblivion (1995),|Comedy,3.91707,1995,,,,
299,0,Go Fish (1994),|Drama|Romance,3.27907,1994,,,,
300,0,Jackie Chan's First Strike (1996),|Action,3.29492,1996,,,,
301,0,Henry: Portrait of a Serial Killer (1990),|Crime|Horror,3.47926,1990,,,,
302,0,Office Killer (1997),|Thriller,3,1997,,,,
303,0,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",|Drama|Romance,3.87072,1997,,,,
304,0,"Hand That Rocks the Cradle, The (1992)",|Thriller,3.13569,1992,,,,
305,0,"Talented Mr. Ripley, The (1999)",|Drama|Mystery|Thriller,3.50496,1999,,,,
306,0,"Sweet Hereafter, The (1997)",|Drama,4.03723,1997,,,,
307,0,Teaching Mrs. Tingle (1999),|Comedy|Thriller,2.65306,1999,,,,
308,0,"Mosquito Coast, The (1986)",|Drama,3.35699,1986,,,,
309,0,"Fast, Cheap & Out of Control (1997)",|Documentary,3.85106,1997,,,,
310,0,Strawberry and Chocolate (Fresa y chocolate) (1993),|Drama,3.7541,1993,,,,
311,0,"Poseidon Adventure, The (1972)",|Action|Adventure,3.4525,1972,,,,
312,0,"River Runs Through It, A (1992)",|Drama,3.75602,1992,,,,
313,0,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",|Crime|Thriller,3.74595,1996,,,,
314,0,Love and Death on Long Island (1997),|Comedy|Drama,3.43046,1997,,,,
315,0,Election (1999),|Comedy,3.92781,1999,,,,
316,0,Grosse Pointe Blank (1997),|Comedy|Crime,3.81222,1997,,,,
317,0,Fight Club (1999),|Drama,4.07671,1999,,,,
318,0,All Over Me (1997),|Drama,3.66667,1997,,,,
319,0,Tomorrow Never Dies (1997),|Action|Romance|Thriller,3.43925,1997,,,,
320,0,Washington Square (1997),|Drama,3.34,1997,,,,
321,0,North by Northwest (1959),|Drama|Thriller,4.38273,1959,,,,
322,0,Gattaca (1997),|Drama|Sci-Fi|Thriller,3.71175,1997,,,,
323,0,Babe: Pig in the City (1998),|Children's|Comedy,3.29094,1998,,,,
324,0,Jackie Brown (1997),|Crime|Drama,3.68663,1997,,,,
325,0,Jacob's Ladder (1990),|Horror|Mystery|Thriller,3.57617,1990,,,,
326,0,Three Kings (1999),|Drama|War,3.80747,1999,,,,
327,0,End of Days (1999),|Action|Thriller,2.61887,1999,,,,
328,0,Casino (1995),|Drama|Thriller,3.79118,1995,,,,
329,0,Billy's Hollywood Screen Kiss (1997),|Comedy|Romance,3.67105,1997,,,,
330,0,Smoke (1995),|Drama,3.75472,1995,,,,
331,0,"Nightmare Before Christmas, The (1993)",|Children's|Comedy|Musical,3.7166,1993,,,,
332,0,Romy and Michele's High School Reunion (1997),|Comedy,3.04781,1997,,,,
333,0,"Incredibly True Adventure of Two Girls in Love, The (1995)",|Comedy|Romance,3.5,1995,,,,
334,0,Happiness (1998),|Comedy,3.89557,1998,,,,
335,0,Austin Powers: International Man of Mystery (1997),|Comedy,3.70833,1997,,,,
336,0,Reservoir Dogs (1992),|Crime|Thriller,4.13727,1992,,,,
337,0,Howards End (1992),|Drama,3.72917,1992,,,,
338,0,"Maltese Falcon, The (1941)",|Film-Noir|Mystery,4.39692,1941,,,,
339,0,Kundun (1997),|Drama,3.72571,1997,,,,
340,0,Final Destination (2000),|Drama|Thriller,3.27152,2000,,,,
341,0,Get Real (1998),|Drama,4.08955,1998,,,,
342,0,Waiting for Guffman (1996),|Comedy,4.15453,1996,,,,
343,0,"Big Lebowski, The (1998)",|Comedy|Crime|Mystery|Thriller,3.73394,1998,,,,
344,0,Afterglow (1997),|Drama|Romance,3.12346,1997,,,,
345,0,Little Voice (1998),|Comedy,3.68405,1998,,,,
346,0,My Life in Pink (Ma vie en rose) (1997),|Comedy|Drama,3.8392,1997,,,,
347,0,Man Bites Dog (C'est arrivé près de chez vous) (1992),|Action|Comedy|Crime|Drama,3.64706,1992,,,,
348,0,"Mariachi, El (1992)",|Action|Thriller,3.6875,1992,,,,
349,0,Shanghai Noon (2000),|Action,3.66537,2000,,,,
350,0,Rushmore (1998),|Comedy,3.84102,1998,,,,
351,0,In the Company of Men (1997),|Drama,3.77451,1997,,,,
352,0,Austin Powers: The Spy Who Shagged Me (1999),|Comedy,3.3903,1999,,,,
353,0,"Age of Innocence, The (1993)",|Drama,3.55932,1993,,,,
354,0,Dick (1999),|Comedy,3.34977,1999,,,,
355,0,Big Night (1996),|Drama,4.09556,1996,,,,
356,0,Fear and Loathing in Las Vegas (1998),|Comedy|Drama,3.34122,1998,,,,
357,0,"Opposite of Sex, The (1998)",|Comedy|Drama,3.69256,1998,,,,
358,0,"Madness of King George, The (1994)",|Drama,3.72441,1994,,,,
359,0,Powder (1995),|Drama|Sci-Fi,3.17949,1995,,,,
